index,col0,col1,col2,col3,color
879,10682,18241,26399,38745,1
880,26687,29823,37916,27907,2
881,1447,12060,7555,33751,1
882,8078,3214,36598,9721,1
883,27308,20290,39035,9649,1
884,23164,20173,15204,21846,3
885,32512,37356,36218,22983,4
886,35026,10538,14699,9432,1
887,11161,1319,16760,8827,1
888,38506,26159,21152,24055,2
889,3308,16823,20969,31044,3
890,5861,100,32944,31227,4
891,21259,39087,14378,11137,1
892,39766,31234,18248,6913,0
893,1136,33965,259,20947,3
894,19567,15144,4078,3722,4
895,33508,712,3175,3291,1
896,12534,11854,15520,9615,0
897,35920,37964,22341,26089,0
898,32217,9499,11448,22876,3
899,29962,18306,20879,32063,2
900,5165,20116,6715,22285,3
901,5726,9602,1287,9933,2
902,30218,33248,4527,17937,3
903,34354,17908,52,27210,4
904,28287,7723,30339,35509,2
905,947,4227,19200,30992,0
906,27335,6784,20715,256,3
907,1579,31111,6324,17664,1
908,14550,32743,7146,21669,0
909,32562,34233,13393,27215,4
910,1468,5404,12592,16957,0
911,16284,3608,33512,31170,0
912,13264,20804,29110,1429,4
913,38293,26279,22364,29436,0
914,1592,37454,36951,24536,1
915,10176,15312,26633,10819,0
916,29806,13540,3917,13071,1
917,37271,36714,38145,5624,3
918,28226,15190,16370,17229,1
919,1504,11592,9052,36010,1
920,20475,13399,18838,25093,4
921,7976,14393,3514,10842,0
922,16893,17586,36559,22326,4
923,35408,4101,24439,30765,0
924,17528,17761,13641,10801,4
925,36361,23481,22633,18996,4
926,28628,17249,30335,17447,3
927,36167,2623,9542,6719,3
928,30182,26955,3861,312,4
929,7795,25830,30712,17869,0
930,36967,38514,250,39936,0
931,4188,37856,36275,7917,2
932,35812,8060,13332,4585,0
933,29287,19887,2385,2261,3
934,7357,12411,20375,30119,2
935,23714,12842,33211,31561,2
936,15973,10676,7969,709,1
937,12984,23291,37726,21248,3
938,10697,22090,26299,18818,3
939,20330,17590,29614,20640,2
940,12866,28588,5512,4455,4
941,7915,36432,29722,10465,2
942,14697,15672,2804,33291,1
943,15312,26814,3717,6139,1
944,9323,36617,32910,3469,2
945,27737,31509,29293,27738,3
946,8247,7908,27321,23243,0
947,25331,30942,5155,17509,4
948,780,18142,10362,891,0
949,10758,6396,32630,1407,0
950,39683,24706,32246,33917,4
951,14756,20854,22776,11448,0
952,36710,19237,14738,32780,2
953,34183,9102,5199,13773,4
954,8131,38011,22705,10693,2
955,38190,9389,35486,5172,0
956,34113,8971,29682,30958,1
957,23975,38165,28147,1634,4
958,27495,15168,7623,38944,1
959,35183,13149,231,21338,2
960,4275,25834,15608,9186,3
961,385,30967,21928,10781,1
962,9830,32325,16705,384,4
963,21972,10826,12503,34809,2
964,28864,6325,28038,14228,4
965,7060,22765,17855,28103,4
966,26806,31339,5517,15089,2
967,26786,37743,1375,4898,2
968,3867,5501,30416,160,0
969,14037,19773,25064,28112,0
970,5685,1240,27638,31373,4
971,2567,15164,14267,31930,0
972,7028,37000,8010,37367,4
973,11091,3147,31135,7747,3
974,33280,23466,17674,7564,3
975,38133,1167,33110,16474,4
976,3715,6435,8616,27450,4
977,38700,35688,11022,5034,1
978,6912,7834,26517,22236,0
979,31943,34646,7008,5256,4
980,7505,22475,6519,34164,0
981,33033,11259,35000,31878,3
982,12022,15454,31237,19600,1
983,29381,17402,16790,6039,1
984,15805,38022,34819,4521,2
985,10834,15560,16309,16419,1
986,26557,22280,14615,13904,0
987,2478,5367,5734,31489,4
988,13704,7979,7024,11523,4
989,20458,27226,27901,30773,2
990,23531,814,16174,25401,3
991,5607,20911,20361,3606,4
992,38708,36378,23783,28432,4
993,34434,6105,11637,38639,3
994,33894,1888,936,10844,3
995,27130,8115,11615,16992,1
996,32380,37225,23394,26054,0
997,7322,39998,10788,36570,2
998,38608,36320,38937,5006,1
999,21454,32484,21491,1389,2
1000,13341,14996,9389,9738,0
1001,21390,9239,31118,4265,4
1002,15112,35078,16237,16914,2
1003,35301,5565,14393,31064,1
1004,1998,13334,17443,19167,3
1005,5099,35590,34174,3470,4
1006,38178,28576,36045,8009,2
1007,13885,35996,37420,17961,3
1008,16180,14258,7638,31904,3
1009,31986,18766,6151,39499,2
1010,2354,13507,3954,13098,0
1011,18798,20200,2014,20135,2
1012,2230,33463,22110,27213,1
1013,4110,28303,28836,33645,1
1014,31177,6892,29081,12263,4
1015,26164,7481,22190,17779,4
1016,37140,8305,22953,4729,0
1017,4948,8840,3833,36898,4
1018,16090,13343,8743,27966,0
1019,30277,11010,29649,6884,4
1020,4868,10738,35664,33879,0
1021,11494,22134,7788,38197,4
1022,20280,25885,21462,20346,1
1023,37266,8461,27180,26758,2
1024,8152,27937,30341,20451,0
1025,32390,2901,37166,19283,3
1026,20500,17804,17536,11923,1
1027,5709,16800,4698,38248,0
1028,31718,32534,28116,24164,0
1029,24351,26885,6128,21533,4
1030,17277,25326,6058,27432,1
1031,13183,35240,37831,23332,0
1032,29857,39318,22730,24843,1
1033,36806,12739,11673,16182,1
1034,28698,1394,27379,990,4
1035,37663,30507,30701,20226,1
1036,5136,21021,21131,35873,3
1037,27439,24182,34492,27167,2
1038,2823,21890,2586,28594,2
1039,16439,15815,29406,15674,4
1040,18853,11307,28743,29517,3
1041,28404,28464,8817,13613,1
1042,38488,26139,39892,34649,4
1043,30455,4742,33747,26972,4
1044,37804,35003,27133,29949,2
1045,19766,18025,6250,22885,3
1046,521,25867,8445,22137,1
1047,12615,12292,11510,20866,3
1048,21960,18532,11471,28098,1
1049,22859,2564,6574,7548,4
1050,1358,4523,19989,37038,2
1051,39678,30469,14595,19026,3
1052,4175,18814,22382,19241,3
1053,10293,38394,6376,17906,3
1054,35152,767,9742,24217,1
1055,27515,26839,28156,22259,4
1056,38520,533,339,24174,0
1057,2660,27241,35812,25891,1
1058,17814,26361,35218,5949,4
1059,17463,30920,29627,4026,4
1060,20741,33004,21953,28182,2
1061,16318,31578,2920,10688,4
1062,15076,34462,20665,4914,0
1063,31345,11372,32734,26643,0
1064,27345,15930,19597,20377,2
1065,5131,17527,32581,36767,1
1066,23814,26939,33676,27051,1
1067,39339,30302,6060,12816,0
1068,31545,6141,17838,4906,2
1069,29453,36537,24884,39644,2
1070,11326,14135,10539,2275,4
1071,37629,26532,27721,22681,3
1072,18679,30028,14354,25026,2
1073,4060,27901,5313,35940,4
1074,25593,11321,22841,12920,4
1075,20842,31421,17576,27675,0
1076,2195,27443,14530,39044,0
1077,2361,16272,13987,28411,2
1078,39157,1923,39733,37461,2
1079,35606,19030,12595,20450,2
1080,37050,25000,35223,19397,3
1081,30350,16705,19997,16795,0
1082,9808,29222,37153,13238,0
1083,1499,37434,28097,14745,4
1084,33354,9076,20451,27839,4
1085,30814,754,29039,16980,4
1086,16346,27332,13812,34516,4
1087,3158,19103,1522,15583,1
1088,3048,32176,27453,7225,1
1089,12831,23343,30762,3897,3
1090,5765,4292,16379,4081,2
1091,37924,7152,13084,6372,0
1092,11755,4694,15360,11138,0
1093,5567,24311,38197,5307,2
1094,32883,5477,15495,1657,2
1095,27630,26239,6190,36256,0
1096,6257,18354,12462,18066,4
1097,37721,5147,29529,32175,2
1098,6740,21881,30321,9096,1
1099,22697,33856,21589,10606,0
1100,24555,6045,29269,6764,2
1101,20575,32493,9411,26601,3
1102,7722,24784,21841,35257,0
1103,34697,21114,38971,3329,0
1104,24017,36686,17615,30917,3
1105,9819,1977,38166,19782,2
1106,26381,33542,20060,39772,3
1107,36594,36278,9674,12193,1
1108,6027,24640,26434,4381,0
1109,26404,4529,15224,33678,1
1110,138,36384,31418,37182,0
1111,16981,10674,38910,8985,0
1112,697,17630,14874,26746,2
1113,12720,14244,35288,36518,2
1114,1942,38027,6586,31517,1
1115,16819,39670,17112,34034,3
1116,7634,20363,13244,36318,1
1117,21802,3630,26797,20616,3
1118,10819,22535,35172,8496,1
1119,15457,7612,34843,29598,4
1120,3187,7019,13254,12274,1
1121,11577,19528,36718,38817,1
1122,25978,34906,24306,14127,1
1123,21161,16630,24862,4895,4
1124,39851,10516,3172,6136,2
1125,34447,31556,26944,27458,3
1126,25010,22889,33415,39849,1
1127,28362,16830,25655,9960,4
1128,33285,12023,35578,11506,1
1129,9181,8029,27,11395,0
1130,37832,23211,10244,35234,2
1131,12700,39969,39754,10542,3
1132,13340,2451,39292,18994,1
1133,7184,14130,15521,6368,1
1134,30876,38703,18453,24686,0
1135,34683,11106,3805,10596,2
1136,31531,33563,9925,15705,2
1137,18989,18730,18191,11778,2
1138,34630,7417,21669,25938,4
1139,16321,38168,17297,38659,4
1140,5046,28084,21129,39254,4
1141,22848,1250,36737,38528,0
1142,24790,29574,3895,29824,0
1143,7063,19487,29799,21513,4
1144,3389,28232,27223,589,1
1145,8651,8952,11244,18394,4
1146,36725,9939,26512,31200,1
1147,19768,26530,14903,30400,4
1148,15907,3651,18194,16404,0
1149,15591,17290,37213,19277,2
1150,12662,9978,24299,29097,1
1151,14366,27017,14939,33461,4
1152,7752,18566,26172,16012,4
1153,39147,32424,7978,6971,4
1154,13938,23770,15151,39851,4
1155,3369,28745,27897,34249,4
1156,12268,8889,28225,39874,1
1157,34806,777,10773,13563,2
1158,36986,4568,32879,13801,4
1159,12584,10629,29197,37604,1
1160,9455,5738,25538,29220,2
1161,13286,19767,11049,35741,4
1162,29347,10632,24339,4169,3
1163,6429,20368,30983,7692,3
1164,7290,1841,6445,7476,0
1165,34647,2484,33278,398,0
1166,28255,9164,29476,33895,3
1167,13547,9381,16384,34257,2
1168,32460,12420,27032,5707,1
1169,27702,14717,4787,6463,1
1170,14011,26739,14399,3942,2
1171,17798,20445,8564,17878,3
1172,23302,18086,2603,22424,0
1173,12162,1650,23353,36825,4
1174,35386,32232,2601,22607,3
1175,27644,17600,14797,15267,4
1176,167,3931,39851,796,1
1177,2556,18171,36480,13903,4
1178,15029,9769,1094,18034,2
1179,20666,8700,8116,16966,4
1180,22933,27706,22163,16470,0
1181,25971,3221,19249,24220,0
1182,35668,24947,22734,6468,4
1183,19264,38176,4679,11188,0
1184,24043,15319,8583,31865,3
1185,35420,19549,23855,2769,2
1186,36476,2991,2821,4429,4
1187,9139,34035,7759,31875,1
1188,34646,22188,25562,16438,1
1189,13295,17346,26675,2771,1
1190,33947,16667,10456,36959,3
1191,22759,11074,10543,33531,0
1192,12823,24693,13236,25122,2
1193,29503,24170,24814,37341,1
1194,30460,21016,30141,12813,2
1195,20253,24459,18259,2149,2
1196,35987,5332,4881,30508,0
1197,4659,36777,26177,31640,4
1198,5938,5711,26300,4636,0
1199,10463,895,32612,2666,0
1200,34722,10186,2344,14412,1
1201,2699,7861,31239,38150,1
1202,29698,33678,32759,676,2
1203,6932,15050,23377,1431,2
1204,37339,30581,21190,2081,3
1205,8678,18344,34242,17633,3
1206,2555,39013,36214,37376,0
1207,7803,19474,14694,10144,4
1208,11921,36482,36296,12654,0
1209,1932,26120,84,19464,4
1210,3041,6171,12675,31395,3
1211,4730,17687,23107,27346,1
1212,18543,32651,4195,16773,0
1213,20180,15870,6164,24748,2
1214,8583,19751,3065,22577,2
1215,18499,33241,34707,19018,1
1216,29072,35372,11116,19477,4
1217,27524,4719,5417,22667,2
1218,36352,5067,16854,27306,3
1219,22012,10960,6352,31442,4
1220,17269,11328,12345,12964,4
1221,17208,9876,36526,17371,2
1222,29228,15995,1010,21708,3
1223,5294,39975,17739,24389,3
1224,23515,31662,13192,59,4
1225,27980,15818,10421,36280,4
1226,36218,15743,12970,19372,4
1227,6510,7988,35859,11524,1
1228,4054,21072,23011,2316,3
1229,28851,14766,17160,12582,3
1230,29157,32447,33020,23017,3
1231,13500,18069,8576,26687,2
1232,29569,27208,5700,11740,4
1233,24287,39320,30394,39954,1
1234,21242,24066,34153,14443,4
1235,38743,27154,14434,12041,4
1236,31335,36170,7550,27630,4
1237,2411,25875,36312,26908,1
1238,37127,38087,23726,22857,3
1239,30953,22332,3597,38737,0
1240,26365,30556,7395,8193,0
1241,5233,6654,15974,35955,1
1242,29795,19360,14754,26611,1
1243,3297,15526,29909,13765,4
1244,36788,16636,8640,20844,4
1245,14760,30807,698,33949,0
1246,16539,6805,20691,8036,4
1247,37432,29149,6115,39789,0
1248,32799,10338,27807,174,1
1249,4476,21754,7586,13489,1
1250,17891,7595,28195,21355,1
1251,14047,26640,28025,2878,2
1252,9787,12520,18462,8903,4
1253,7926,9487,9192,11721,2
1254,37334,25953,27977,31139,1
1255,15081,28615,18686,29131,1
1256,29053,21108,29647,36562,3
1257,29633,31498,1499,5146,1
1258,15861,1791,28808,38013,4
1259,26341,14071,9453,36642,2
1260,4743,20912,29370,999,1
1261,28903,17729,11707,24718,2
1262,14294,15386,28101,27540,3
1263,6941,7597,33275,30875,0
1264,29041,28992,27554,37744,3
1265,33394,32436,11240,26940,0
1266,12817,4343,6292,6741,0
1267,17981,4171,22260,32451,3
1268,13633,18981,16758,12023,0
1269,34158,6154,15593,11455,3
1270,10370,27381,22617,30662,4
1271,19757,36808,38383,24305,2
1272,36878,23976,39442,11739,3
1273,39165,18432,1757,22332,3
1274,9338,38449,24151,1542,4
1275,6995,36619,4425,31709,1
1276,30359,28247,2820,5942,4
1277,18981,13471,16668,36974,0
1278,7426,27009,12765,39930,0
1279,9938,11536,26213,25198,4
1280,34131,30873,7170,13598,3
1281,9481,17289,35299,35365,4
1282,4333,23094,4289,1077,4
1283,29450,2072,30019,12944,3
1284,13321,13512,9911,32983,1
1285,22544,24259,3369,6160,2
1286,33342,30213,2646,4322,4
1287,33089,19740,34716,11944,4
1288,6918,23333,36246,31029,0
1289,23746,31072,5863,18502,2
1290,4032,23893,12624,17813,3
1291,28126,16448,30932,1246,0
1292,18539,15588,337,36486,2
1293,16894,8312,10117,887,4
1294,39731,8634,12966,4792,3
1295,32148,35729,713,8639,3
1296,23684,4362,28798,39687,1
1297,8994,21319,30928,37029,0
1298,12145,25713,915,1027,2
1299,9704,23011,20967,2973,0
1300,3105,26800,80,17127,0
1301,14054,39454,10607,31984,1
1302,23831,33193,34035,29681,4
1303,13325,25590,36810,11742,3
1304,22200,1439,25724,30898,4
1305,28524,6573,14850,6683,2
1306,26202,24865,25349,21660,1
1307,30303,20902,18388,4526,1
1308,9238,26186,6759,9603,2
1309,36947,8238,31192,15191,4
1310,12009,14493,6757,7321,3
1311,3744,20954,9993,13005,3
1312,37106,29115,10409,37487,4
1313,19421,3101,36351,18693,2
1314,6835,25005,32579,11443,0
1315,32540,24620,19629,6994,0
1316,20535,5905,17548,35481,2
1317,32332,6099,32161,20577,2
1318,19584,13342,16117,36503,3
1319,19529,33430,39260,17396,4
1320,11878,11822,36627,35731,2
1321,24697,20609,6663,27596,4
1322,31321,34987,18267,1529,0
1323,17310,5327,34945,957,1
1324,11010,39794,25894,3447,0
1325,3531,24077,39628,38075,1
1326,24935,25074,31458,10073,0
1327,18286,23303,4533,37427,4
1328,32473,23324,11868,25756,3
1329,11640,35500,12033,5271,0
1330,36590,13643,33730,24124,2
1331,17954,15005,22030,34139,3
1332,33144,29631,28071,32930,4
1333,91,37942,9158,18913,2
1334,19780,4821,34505,30952,1
1335,17861,5027,38828,6844,4
1336,10574,5391,8136,37164,4
1337,37365,32323,29471,26573,3
1338,7660,8335,13861,35862,0
1339,20652,30052,23160,26391,4
1340,2013,2121,6824,25225,0
1341,1057,20159,18386,6152,2
1342,15674,32927,29403,32362,4
1343,20197,34804,813,20707,0
1344,27177,24663,30327,29384,2
1345,16413,9203,9907,3094,1
1346,38324,9304,8760,15450,2
1347,20190,13201,31689,14115,1
1348,21965,22465,37029,36677,3
1349,32111,12324,21328,39973,4
1350,23477,28723,34024,11151,1
1351,22808,13403,30716,26451,4
1352,10020,17435,36672,6875,3
1353,14337,23337,33023,21502,1
1354,36585,24795,32135,24026,2
1355,8954,35659,22200,25933,0
1356,29355,26242,31691,26199,0
1357,10774,26723,23763,15346,4
1358,13748,15501,36783,31012,4
1359,36060,38003,23248,9214,3
1360,2055,5962,8818,27804,2
1361,32131,14725,36907,19100,0
1362,15955,23014,7955,10237,3
1363,28652,13965,14810,6312,3
1364,11083,31805,35541,27617,4
1365,25592,4221,14880,23560,2
1366,22363,6359,947,16045,1
1367,24577,8663,10488,18377,1
1368,27691,10757,4729,25266,4
1369,16575,13893,4606,30384,4
1370,26462,32441,30106,12618,1
1371,879,11870,20599,17242,3
1372,5728,5388,29181,4795,2
1373,34093,10339,17844,33395,3
1374,14864,2806,16575,7764,3
1375,29015,1912,17600,7011,3
1376,1652,25243,36271,38924,2
1377,14896,27889,1929,24704,1
1378,2603,34348,22806,33437,1
1379,9286,7752,34207,2999,1
1380,967,32273,26741,9806,0
1381,32441,13613,34899,18793,3
1382,563,39914,38250,14631,1
1383,3726,25163,39916,23036,3
1384,5895,26883,1255,17317,4
1385,12279,17445,15004,23744,2
1386,32939,38797,2469,6412,2
1387,5832,8104,29983,15030,1
1388,38346,24291,19525,39940,4
1389,35136,26590,35632,39587,0
1390,3270,39408,10774,7444,2
1391,8221,19923,38734,4497,4
1392,108,21808,39699,8283,2
1393,35502,1546,5388,16718,4
1394,27603,31761,8904,3843,2
1395,27167,18489,5803,17697,2
1396,12809,1243,23218,32042,4
1397,29145,14194,5974,13797,0
1398,22931,3340,20418,17279,1
1399,2412,17589,21634,24977,1
1400,27301,31188,31157,4534,3
1401,6564,39212,19014,35302,1
1402,14958,30122,29383,15127,4
1403,8857,13434,35748,2582,0
1404,16246,27405,39078,28019,0
1405,22287,18460,39096,26840,0
1406,3916,21228,29851,11582,1
1407,18831,27309,8129,36257,1
1408,515,11551,6454,14798,4
1409,31157,24512,25463,26667,2
1410,5784,9765,17499,22060,2
1411,26995,36675,14858,733,4
1412,30495,36664,26061,23969,3
1413,20395,9777,31912,16954,1
1414,2389,12809,37224,25868,4
1415,28610,10377,38120,23784,1
1416,24289,9433,37925,16991,1
1417,34976,22277,4039,21725,4
1418,34556,16095,1658,6981,4
1419,20874,39133,14417,36804,3
1420,30125,35368,24639,22338,0
1421,27904,21540,10251,37249,2
1422,13645,7702,8177,8980,3
1423,35701,14069,25302,26490,3
1424,37676,19545,32197,2935,0
1425,16034,1332,1890,21343,0
1426,34534,38362,4840,15338,1
1427,36409,2919,367,20653,0
1428,36895,30937,31814,36534,1
1429,31325,6724,39941,18872,4
1430,24623,29822,33537,27470,1
1431,8447,15408,19042,37517,1
1432,38515,30020,34073,35554,3
1433,38842,17217,15472,25622,1
1434,8436,3424,32074,13840,3
1435,35526,24653,19921,10620,3
1436,18690,22509,34065,20720,4
1437,31698,24091,32949,31778,0
1438,16423,26113,9785,38726,0
1439,19366,34328,37705,21117,0
1440,5985,34342,27537,15051,1
1441,15578,34745,25665,6294,1
1442,9802,11171,32398,7816,2
1443,33477,23933,31095,32728,4
1444,10115,3181,23497,12164,2
1445,6631,20001,30190,26614,3
1446,31138,2248,36200,35585,1
1447,7002,38807,14938,937,3
1448,18730,19400,20449,27508,1
1449,36584,35442,24894,2672,3
1450,2222,19334,15105,34108,1
1451,8665,29175,28781,36216,2
1452,25002,20841,15308,30167,1
1453,3252,3300,33208,8730,4
1454,11283,17079,13737,29606,3
1455,17902,35735,20825,19354,3
1456,32389,13836,1306,11254,2
1457,27746,11866,32807,27984,3
1458,21738,1686,24021,20113,4
1459,33634,2393,5147,26259,0
1460,670,8514,27051,875,1
1461,6937,3167,26918,38154,2
1462,20027,26358,5620,28496,0
1463,5549,26730,27423,1900,3
1464,22117,19133,27213,12616,4
1465,39634,1639,2817,10334,2
1466,36452,20186,3160,26331,1
1467,31324,2312,23213,9774,1
1468,33844,383,17744,12631,2
1469,2077,26102,37395,8791,0
1470,35560,1970,30263,38112,3
1471,3005,4936,34832,17130,4
1472,32254,1930,10399,14945,1
1473,18845,13797,26805,29185,4
1474,33667,9104,20865,20230,3
1475,30445,7639,2352,1990,4
1476,36339,10347,1131,26050,4
1477,26686,19049,39476,7074,4
1478,9385,15914,18101,10417,3
1479,21935,36849,13483,33835,2
1480,31871,12664,11355,13699,3
1481,31223,13022,29551,9880,3
1482,21475,4196,22873,25916,0
1483,5915,4061,25784,2447,1
1484,22157,37625,3782,17047,1
1485,22114,11303,8582,26782,0
1486,2064,5317,19404,11183,2
1487,12023,30329,34982,14241,3
1488,37808,23738,32056,13018,3
1489,31731,27992,1278,30491,4
1490,31866,26294,23843,27566,1
1491,15622,23732,25005,17005,4
1492,5334,34260,3454,5985,1
1493,14643,5450,27881,37591,3
1494,38386,23852,38585,18629,4
1495,35082,2752,17466,34186,2
1496,739,22224,14918,19550,2
1497,8127,8647,25507,29355,2
1498,24290,33774,21723,10394,2
1499,22492,569,31127,12726,1
1500,10190,6228,24150,18647,3
1501,25445,5997,24886,6223,4
1502,7462,13582,28269,14292,0
1503,2102,14787,5413,11227,4
1504,18015,12034,38845,4388,4
1505,5936,28545,10105,25317,2
1506,3109,28062,10029,30336,3
1507,16134,30656,38350,14721,1
1508,22522,37199,24628,20642,0
1509,13810,23065,20546,17456,2
1510,24952,24073,32963,28243,2
1511,7181,3483,10892,31129,0
1512,15698,19702,39758,31951,1
1513,33066,32667,35182,33197,3
1514,38131,1532,13033,32637,4
1515,32568,4810,20842,3251,3
1516,25607,37930,22017,1360,3
1517,23178,12489,39180,31660,3
1518,9594,16991,194,23576,0
1519,17827,36212,39622,31050,4
1520,18986,28357,12352,27782,1
1521,32626,7903,20498,3816,2
1522,39066,15347,24816,7601,0
1523,12117,30370,23926,26692,3
1524,31611,5107,29618,25324,4
1525,11579,11128,15102,32035,3
1526,14414,33218,2437,28208,1
1527,21725,3664,18346,14154,3
1528,8451,28074,19837,13416,1
1529,37631,4626,9719,36564,2
1530,6478,21983,24450,5025,0
1531,36278,1539,26809,10206,0
1532,38071,39985,33935,34509,3
1533,23444,38716,6930,33973,0
1534,15349,18087,27642,20623,4
1535,37338,27155,1608,718,0
1536,19511,31431,13100,37798,4
1537,1403,8849,18548,17308,3
1538,24079,126,32137,30577,1
1539,36473,14252,6557,22755,0
1540,35124,379,36463,28275,4
1541,29897,25631,21291,3714,1
